age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
37,Private,1066907,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,18,United-States,>50K
64,Private,1384497,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
36,Private,1316156,Masters,14,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,44,United-States,>50K
24,Local-gov,562661,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,>50K
23,Private,322216,Prof-school,14,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,27,United-States,<=50K
83,Private,626793,Assoc-voc,11,Divorced,Tech-support,Own-child,Black,Male,0,0,56,United-States,<=50K
33,Private,969247,Prof-school,14,Married-civ-spouse,Sales,Wife,White,Male,0,0,47,United-States,>50K
49,Private,126367,10th,6,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
64,Self-emp-not-inc,1365173,Masters,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,27,United-States,>50K
75,Private,562791,9th,5,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,>50K
38,Private,837989,Assoc-voc,11,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,39,United-States,>50K
46,Private,853929,Bachelors,13,Never-married,Farming-fishing,Husband,White,Male,0,0,52,Other,<=50K
54,Private,155880,10th,6,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,32,United-States,>50K
67,Self-emp-inc,1222351,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,33,United-States,<=50K
70,Private,489138,Doctorate,16,Separated,Farming-fishing,Unmarried,White,Male,0,0,46,United-States,>50K
24,Private,1263599,Prof-school,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States,>50K
43,Private,12140,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34,United-States,<=50K
43,Private,983629,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,Other,>50K
37,State-gov,908477,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,51,United-States,<=50K
46,Self-emp-not-inc,368296,Doctorate,16,Separated,Adm-clerical,Unmarried,White,Female,0,0,43,Other,>50K
44,Private,604371,12th,8,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,34,United-States,>50K
80,Self-emp-inc,905206,Masters,14,Never-married,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
85,Self-emp-not-inc,657702,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,47,United-States,>50K
77,Private,1000417,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K
64,Private,1222728,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,46,United-States,>50K
35,Private,933644,Assoc-acdm,12,Never-married,Sales,Wife,White,Male,0,0,51,United-States,>50K
20,Private,955383,HS-grad,9,Never-married,Tech-support,Husband,White,Female,0,0,45,United-States,<=50K
51,Private,540968,12th,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
80,Self-emp-not-inc,939303,12th,8,Never-married,Adm-clerical,Wife,White,Male,0,0,38,United-States,>50K
65,Private,92319,5th-6th,3,Separated,Sales,Not-in-family,White,Female,0,0,34,United-States,>50K
33,Private,790603,Masters,14,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,57,United-States,>50K
60,Private,174094,12th,8,Never-married,Tech-support,Husband,White,Male,0,0,13,United-States,<=50K
46,Self-emp-not-inc,484909,11th,7,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,45,United-States,>50K
62,Self-emp-not-inc,343994,11th,7,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,36,Other,>50K
22,Local-gov,1074167,HS-grad,9,Divorced,Protective-serv,Husband,White,Female,0,1045,48,United-States,>50K
53,Local-gov,176622,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K
40,Private,742852,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,44,United-States,>50K
62,Private,273066,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,47,United-States,<=50K
69,Private,568304,9th,5,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,44,United-States,>50K
76,Private,291470,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,29,United-States,<=50K
79,Private,904917,5th-6th,3,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,32,United-States,<=50K
48,State-gov,1034578,Prof-school,14,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,48,United-States,>50K
49,Private,439356,5th-6th,3,Never-married,Prof-specialty,Own-child,Black,Male,0,0,38,United-States,>50K
83,State-gov,1197923,12th,8,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,16,United-States,>50K
34,State-gov,1206899,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,34,Other,>50K
41,Private,1085396,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,Male,0,0,54,United-States,>50K
70,Private,1405933,9th,5,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,38,United-States,>50K
74,Federal-gov,1117829,HS-grad,9,Never-married,Tech-support,Other-relative,White,Female,0,0,24,United-States,<=50K
83,Private,494595,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,>50K
62,Federal-gov,1307284,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,39,United-States,>50K
40,Private,1107088,10th,6,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,31,United-States,<=50K
48,State-gov,875746,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,56,United-States,>50K
63,Private,1229361,Masters,14,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,2549,36,United-States,>50K
39,Private,1000182,12th,8,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,37,United-States,>50K
82,Private,389026,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,38,United-States,>50K
43,Self-emp-not-inc,1438778,11th,7,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,18,United-States,<=50K
18,Private,1289576,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,44,United-States,<=50K
33,Private,742471,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,32,United-States,>50K
49,Private,1251398,9th,5,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,<=50K
25,Private,1154593,Masters,14,Divorced,Tech-support,Husband,White,Male,0,0,22,United-States,>50K
59,Private,1375526,Assoc-voc,11,Never-married,Protective-serv,Other-relative,White,Male,0,0,39,United-States,>50K
64,Private,1070525,Assoc-voc,11,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,54,United-States,>50K
55,Private,430973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
58,Private,1476011,11th,7,Never-married,Farming-fishing,Other-relative,White,Male,0,0,46,United-States,>50K
42,Private,739591,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,Other,>50K
66,Private,332109,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,44,United-States,<=50K
41,Private,237759,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,41,United-States,>50K
40,Local-gov,688100,Doctorate,16,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,31,United-States,>50K
29,Private,1040267,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,31,United-States,>50K
76,Private,262378,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Private,739838,HS-grad,9,Separated,Protective-serv,Own-child,White,Male,0,0,30,United-States,>50K
73,Private,587157,Some-college,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,9751,0,19,United-States,>50K
52,Private,1124109,Assoc-voc,11,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,47,United-States,>50K
61,Private,97029,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,>50K
36,Private,775592,Some-college,10,Widowed,Exec-managerial,Other-relative,White,Male,0,0,19,United-States,>50K
81,Private,454190,Prof-school,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,25,United-States,>50K
24,Self-emp-inc,1396790,Assoc-acdm,12,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,35235,0,44,United-States,>50K
32,Local-gov,176630,Prof-school,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,26,United-States,>50K
30,Private,194277,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,>50K
31,Private,1327442,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,>50K
82,Local-gov,876308,10th,6,Widowed,Sales,Not-in-family,White,Male,0,118,34,United-States,<=50K
48,Private,129815,12th,8,Married-civ-spouse,Farming-fishing,Husband,Black,Female,0,0,47,United-States,>50K
79,Self-emp-not-inc,179087,11th,7,Never-married,Sales,Own-child,White,Male,0,0,33,United-States,>50K
67,Private,1344494,10th,6,Separated,Protective-serv,Own-child,White,Male,0,0,36,United-States,<=50K
41,Private,327337,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
74,Self-emp-not-inc,1478073,12th,8,Divorced,Sales,Wife,White,Male,0,0,48,United-States,>50K
79,Self-emp-not-inc,1138404,9th,5,Never-married,Prof-specialty,Own-child,White,Male,0,0,24,United-States,>50K
78,Private,924618,12th,8,Married-civ-spouse,Craft-repair,Wife,Black,Male,0,0,24,Other,>50K
38,Private,1054692,Masters,14,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,21,United-States,<=50K
74,State-gov,1104090,10th,6,Never-married,Sales,Other-relative,White,Female,0,0,60,United-States,>50K
74,Private,903182,11th,7,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,34,United-States,>50K
65,Private,64403,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,31,United-States,>50K
68,State-gov,14256,10th,6,Never-married,Adm-clerical,Own-child,White,Female,0,2987,43,United-States,<=50K
58,Self-emp-not-inc,1108465,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
86,Local-gov,910937,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,>50K
31,Private,815384,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
70,Private,989281,Some-college,10,Divorced,Farming-fishing,Own-child,White,Female,0,0,28,United-States,<=50K
76,State-gov,521462,9th,5,Never-married,Protective-serv,Wife,White,Female,0,0,26,United-States,>50K
24,Private,1077226,5th-6th,3,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States,>50K
69,Private,14910,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,34,United-States,>50K
76,Private,108895,11th,7,Divorced,Transport-moving,Husband,White,Female,0,0,33,United-States,<=50K
21,Federal-gov,296417,5th-6th,3,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,22,United-States,<=50K
84,Private,1392571,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,21,United-States,>50K
22,Private,304438,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,55,United-States,>50K
63,Private,1244727,Masters,14,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,24,United-States,>50K
71,Private,666298,5th-6th,3,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,37,United-States,<=50K
56,Private,724027,Assoc-acdm,12,Divorced,Craft-repair,Own-child,White,Female,0,0,38,United-States,>50K
68,Private,1132110,5th-6th,3,Never-married,Adm-clerical,Unmarried,White,Male,0,0,34,United-States,>50K
32,Private,311723,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,>50K
29,Private,1068212,Assoc-acdm,12,Widowed,Adm-clerical,Wife,White,Female,56152,0,35,Other,>50K
46,Private,1421120,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,>50K
35,Private,891706,Prof-school,14,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,52,United-States,>50K
33,Private,1288632,Assoc-voc,11,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,72798,0,28,United-States,>50K
79,Private,344102,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,32,United-States,>50K
35,Private,219308,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,50,United-States,>50K
74,Private,961604,Masters,14,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,32,United-States,>50K
71,Self-emp-not-inc,18470,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,34,United-States,<=50K
78,Private,1142359,Assoc-acdm,12,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,32,United-States,<=50K
39,Self-emp-not-inc,1450523,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,52,United-States,>50K
25,Private,626588,11th,7,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
28,Private,288845,Bachelors,13,Divorced,Farming-fishing,Wife,White,Female,0,3889,25,United-States,>50K
17,Private,593108,11th,7,Separated,Transport-moving,Wife,White,Male,0,0,56,United-States,>50K
74,Local-gov,52069,11th,7,Never-married,Sales,Other-relative,White,Male,0,0,14,United-States,>50K
17,Private,1167158,12th,8,Widowed,Machine-op-inspct,Husband,White,Male,0,0,19,United-States,<=50K
50,Private,859785,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
64,Self-emp-inc,860519,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,26,United-States,<=50K
17,Local-gov,490150,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,99101,0,34,United-States,>50K
32,Self-emp-inc,1254541,11th,7,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,0,0,27,United-States,<=50K
77,Private,572291,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,>50K
80,Private,995297,Masters,14,Never-married,Machine-op-inspct,Wife,White,Male,0,0,45,United-States,>50K
79,Federal-gov,313067,Doctorate,16,Widowed,Tech-support,Husband,White,Male,0,0,35,United-States,>50K
85,Private,1082750,5th-6th,3,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,48,United-States,>50K
38,Private,596604,Assoc-acdm,12,Never-married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
83,Private,1042990,Doctorate,16,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,41,United-States,>50K
42,Private,248005,9th,5,Married-civ-spouse,Farming-fishing,Wife,Other,Female,0,0,47,United-States,>50K
32,Private,277845,9th,5,Never-married,Farming-fishing,Wife,White,Female,0,0,36,United-States,<=50K
67,Private,1132452,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,24,United-States,<=50K
73,Private,410008,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,44971,0,22,United-States,>50K
45,Private,796567,12th,8,Never-married,Transport-moving,Other-relative,White,Male,0,0,15,United-States,<=50K
85,Self-emp-not-inc,19478,12th,8,Never-married,Exec-managerial,Wife,White,Male,0,0,48,United-States,<=50K
63,Self-emp-not-inc,186039,9th,5,Widowed,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
78,Local-gov,139150,Assoc-voc,11,Never-married,Exec-managerial,Wife,White,Female,0,0,3,United-States,<=50K
85,Private,27658,Masters,14,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,46,United-States,>50K
32,Private,906341,11th,7,Never-married,Sales,Wife,White,Female,0,0,39,United-States,<=50K
64,Private,608407,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,28,United-States,>50K
55,Private,405979,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,28,United-States,>50K
49,Federal-gov,428970,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,35,Other,<=50K
39,Private,1347506,9th,5,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,53,United-States,>50K
26,Private,88033,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,39,United-States,>50K
85,Private,469549,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,30,United-States,>50K
50,Self-emp-not-inc,545642,Doctorate,16,Never-married,Farming-fishing,Unmarried,White,Male,0,0,65,United-States,>50K
68,Private,1013946,Doctorate,16,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,85765,0,50,United-States,>50K
26,Private,1138849,Prof-school,14,Never-married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
35,Private,1273859,Masters,14,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,51,United-States,<=50K
74,Private,493723,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,68749,0,54,United-States,<=50K
17,Self-emp-inc,519952,12th,8,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,0,45,United-States,>50K
85,Private,373387,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,40,United-States,>50K
20,Self-emp-not-inc,118045,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,41,United-States,>50K
32,Local-gov,1340651,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,23,United-States,>50K
40,Local-gov,662691,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,0,0,13,United-States,<=50K
18,Self-emp-not-inc,874096,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,48,United-States,>50K
48,Self-emp-inc,833337,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,61,United-States,>50K
40,Private,746234,Assoc-voc,11,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
28,Private,112634,Prof-school,14,Never-married,Sales,Other-relative,White,Male,0,0,56,United-States,>50K
66,Local-gov,474773,HS-grad,9,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,58,Other,>50K
51,Private,1102339,Prof-school,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1876,33,Other,>50K
49,Self-emp-not-inc,329674,Assoc-voc,11,Separated,Craft-repair,Own-child,White,Female,0,0,54,United-States,>50K
49,Private,1267611,Prof-school,14,Widowed,Prof-specialty,Other-relative,White,Male,0,0,47,United-States,>50K
77,State-gov,1486595,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,United-States,<=50K
